JUDET,UAT,COD SIRUTA,NR. Birou electoral,Nr SV,Sediu SV,Adresa SV,Adresa SV descriptivă,Localitate componentă / Sat aparţinător,Cod Arteră,Arteră,Număr imobil / Alfabetic,Observaţii
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61641,Strada Gura Ialomiţei,numere impare nr. 1 -9#,
B,BUCUREŞTI SECTORUL 3,179169,42,617,ŞCOALA GIMNAZIALĂ Nr.116;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Gura Ialomiţei , Nr. 20",,BUCUREŞTI SECTORUL 3,62280,Drumul Gura Făgetului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,62075,Strada Jean-Alexandru Steriadi (Intrarea Ion Şulea),numere pare nr. 24 -40#,
B,BUCUREŞTI SECTORUL 3,179169,42,618,ŞCOALA GIMNAZIALĂ Nr.116;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Gura Ialomiţei , Nr. 20",,BUCUREŞTI SECTORUL 3,61874,Aleea Buhuşi,nr. 1# nr. 4#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,56932,Strada Buhuşi,numere impare nr. 1 -75# nr. 4#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58082,Aleea Feteşti,numere pare nr. 14 -46 D#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60078,Strada Poştaşului,numere pare nr. 2 -4#,
B,BUCUREŞTI SECTORUL 3,179169,42,619,ŞCOALA GIMNAZIALĂ Nr.116;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Gura Ialomiţei , Nr. 20",,BUCUREŞTI SECTORUL 3,57576,Strada Crinul de Grădină,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61641,Strada Gura Ialomiţei,numere pare nr. 12 -26 A#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60042,Strada Lt. Alexandru Popescu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60078,Strada Poştaşului,numere impare nr. 1 -37# numere pare nr. 6 -24 C#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57613,Strada Serg. Ioan D. Cuibaru (Strada Cuibaru Ion),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61316,Strada Vărăşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,620,ȘCOALA GIMNAZIALĂ NR.116;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Gura Ialomiţei , Nr. 20",,BUCUREŞTI SECTORUL 3,62278,Drumul Gura Caliţei,numere impare nr. 1 -99# numere pare nr. 2 -2# nr. 34 -100#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61641,Strada Gura Ialomiţei,numere pare nr. 2 -10#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,62282,Drumul Gura Racului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,62075,Strada Jean-Alexandru Steriadi (Intrarea Ion Şulea),numere pare nr. 42 -48#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61299,Strada Valea Sadului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,621,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),"nr. 1 lit. C,lit. G#",
B,BUCUREŞTI SECTORUL 3,179169,42,622,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,59471,Strada Negostina,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),numere impare nr. 21 -73 A# nr. 1 lit. Z#,
B,BUCUREŞTI SECTORUL 3,179169,42,623,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,58446,Strada Grota Lacurilor,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59453,Strada Sold. Andrei Neagu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61127,Strada Trandafirul Roşu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,624,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,57618,Strada Culesului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59901,Strada Sold. Ion Pârjolescu (Strada Sold. Ion Pîrjolescu),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1  de la lit. H pana la lit. I#,
B,BUCUREŞTI SECTORUL 3,179169,42,625,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,59218,Strada Mileanca,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59112,Strada Sold. Marin Nicolae (Strada Sold. Nicolae Marin),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1 lit. A#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61551,Strada Zarzărilor,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,626,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,57445,Strada Confederaţiei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58162,Strada Frăsinetului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60701,Strada Serg. Vasile R. Siţă,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1  de la lit. J pana la lit. L#,
B,BUCUREŞTI SECTORUL 3,179169,42,627,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,59622,Strada Oriav,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60130,Strada Prigoriilor,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57854,Strada Sold. Constantin Drăgan,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,628,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,59058,Strada Mălureni,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1  de la lit. S pana la lit. Ț#,
B,BUCUREŞTI SECTORUL 3,179169,42,629,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,57142,Strada Căzăneşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58780,Strada Lacul Greaca,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1  de la lit. U pana la lit. V#,
B,BUCUREŞTI SECTORUL 3,179169,42,630,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,60352,Strada Rodnei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58566,Strada Sold. Grigore Iancu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,631,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,57924,Strada Sold. Petre N. Dumitru (Strada Sold. Petre Dumitru),nr. 38 A  de la lit. B pana la lit. C#,
B,BUCUREŞTI SECTORUL 3,179169,42,632,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),numere pare nr. 2 -34# nr. 36 -36 Z# nr. 38 -88# nr. 1 lit. D#,
B,BUCUREŞTI SECTORUL 3,179169,42,633,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,60679,Strada Sineşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57924,Strada Sold. Petre N. Dumitru (Strada Sold. Petre Dumitru),nr. 38 A  de la lit. E pana la lit. L#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61050,Strada Sold. Radu Tina,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,634,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,58019,Strada Everest,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57924,Strada Sold. Petre N. Dumitru (Strada Sold. Petre Dumitru),"numere impare nr. 1 -85# numere pare nr. 2 -36# nr. 40 -60# nr. 38 A lit. A, de la lit. S pana la lit. Z#",
B,BUCUREŞTI SECTORUL 3,179169,42,635,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),"nr. 1 lit. N, de la lit. O pana la lit. R#",
B,BUCUREŞTI SECTORUL 3,179169,42,636,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,57737,Strada Depozitului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60420,Strada Rulmentului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57924,Strada Sold. Petre N. Dumitru (Strada Sold. Petre Dumitru),nr. 38 A lit. D#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1  de la lit. E pana la lit. F#,
B,BUCUREŞTI SECTORUL 3,179169,42,637,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,59692,Strada Gheorghe Pană (Strada Erou Gheorghe Pana),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58615,Strada Industriilor,numere pare nr. 2 -80#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1 lit. M#,
B,BUCUREŞTI SECTORUL 3,179169,42,638,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,58437,Strada Grindeiului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58314,Intrarea Sold. Anghel Gheţu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),nr. 1 lit. B#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61482,Strada Voioşiei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,639,ŞCOALA GIMNAZIALĂ Nr.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,58315,Strada Sold. Anghel Ghetu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57924,Strada Sold. Petre N. Dumitru (Strada Sold. Petre Dumitru),"nr. 38 A lit. M, de la lit. N pana la lit. R#",
B,BUCUREŞTI SECTORUL 3,179169,42,640,ȘCOALA GIMNAZIALĂ NR.55;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Industriilor , Nr. 46",,BUCUREŞTI SECTORUL 3,61405,Strada Vâlsăneşti (Strada Vîlsăneşti),numere impare nr. 3 -19#,
B,BUCUREŞTI SECTORUL 3,179169,42,641,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,58250,Şoseaua Gării Căţelu,nr. 170  de la lit. A pana la lit. C# nr. 170 A  de la lit. A pana la lit. C# nr. 170 B  de la lit. A pana la lit. C# nr. 170-174  de la lit. A pana la lit. C#,
B,BUCUREŞTI SECTORUL 3,179169,42,642,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,58250,Şoseaua Gării Căţelu,nr. 170  de la lit. R pana la lit. Z# nr. 170 A  de la lit. R pana la lit. Z# nr. 170 B  de la lit. R pana la lit. Z# nr. 170 - 174  de la lit. R pana la lit. Z#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59385,Strada Munţii Mehedinţi,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,643,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,56627,Strada Barcarolei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57126,Strada Cătănoaia,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58250,Şoseaua Gării Căţelu,nr. 170  de la lit. D pana la lit. L# nr. 170 A  de la lit. D pana la lit. L# nr. 170 B  de la lit. D pana la lit. L# nr. 170 - 174  de la lit. D pana la lit. L#,
B,BUCUREŞTI SECTORUL 3,179169,42,644,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,58116,Strada Floare Albastră,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58250,Şoseaua Gării Căţelu,nr. 174  de la lit. N pana la lit. Z#,
B,BUCUREŞTI SECTORUL 3,179169,42,645,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,58250,Şoseaua Gării Căţelu,nr. 170  de la lit. M pana la lit. P# nr. 170 A  de la lit. M pana la lit. P# nr. 170 B  de la lit. M pana la lit. P# nr. 170 - 174  de la lit. M pana la lit. P#,
B,BUCUREŞTI SECTORUL 3,179169,42,646,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,58250,Şoseaua Gării Căţelu,nr. 174  de la lit. A pana la lit. D#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57318,Strada Sg. Ion Ciubaru,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,647,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,57954,Strada Elbrus,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58250,Şoseaua Gării Căţelu,nr. 174  de la lit. E pana la lit. M#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61079,Strada Mihail Târnoveanu (Strada Mihail Tîrnoveanu),numere impare nr. 1 -71# numere pare nr. 2 -58# nr. 60 -74#,
B,BUCUREŞTI SECTORUL 3,179169,42,648,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,61079,Strada Mihail Târnoveanu (Strada Mihail Tîrnoveanu),nr. 58 A  de la lit. A pana la lit. Ș#,
B,BUCUREŞTI SECTORUL 3,179169,42,649,ȘCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,56958,Strada Burluşi,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57627,Strada Cuneşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60243,Strada Dimitrie Rallet (Strada Rallet Dimitrie),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58681,Strada Iosifeşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60424,Strada Rusăneşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,650,ŞCOALA GIMNAZIALĂ Nr.47;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 130",,BUCUREŞTI SECTORUL 3,75474,Strada Argonului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,56943,Strada Bumbăcari,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57003,Strada Călan,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57565,Strada Crestei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57654,Strada Dadu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58250,Şoseaua Gării Căţelu,numere impare nr. 1 -505# numere pare nr. 176 -246# nr. 174 A -174 B# nr. 172#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,62639,Strada Horezu,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58614,Intrarea Industriilor,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61802,Drumul Drumul Între Tarlale (Strada Între Tarlale) (D),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58782,Intrarea Lacul Lala,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61079,Strada Mihail Târnoveanu (Strada Mihail Tîrnoveanu),nr. 58 A  de la lit. T pana la lit. Z#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59793,Strada Peleş,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60140,Intrarea Prispei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61436,Intrarea Vişeul de Sus,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61437,Strada Vişeul de Sus,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61581,Strada Zimnicea,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,651,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57143,Strada Cazangiilor,numere impare nr. 53 -99# numere pare nr. 56 -104#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58250,Şoseaua Gării Căţelu,numere pare nr. 2 -168 A#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59395,Strada Mureşeni,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59776,Strada Păuneşti,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60553,Strada Sebeş,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,652,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,61609,Strada 19 Noiembrie,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57612,Strada Cugir,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58387,Strada Gologanului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58579,Strada Idealului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58696,Strada Irisului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58993,Strada Lupşanului (Strada Lupşanu),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59345,Strada Moş Ion Roată,numere impare nr. 1 -5# nr. 5 A lit. D#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60178,Strada Pupitrului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60973,Strada Tarniţa,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,653,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57210,Strada Chezăşiei,numere pare nr. 8 -54#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59345,Strada Moş Ion Roată,numere impare nr. 7 -39 A# numere pare nr. 2 -170# nr. 5 A  de la lit. A pana la lit. C#,
B,BUCUREŞTI SECTORUL 3,179169,42,654,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57210,Strada Chezăşiei,numere impare nr. 1 -61# numere pare nr. 2 -6#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57824,Strada Gheorghe Doja,numere impare nr. 1 -65# nr. 69 -79# numere pare nr. 2 -72#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61293,Strada Valea Mieilor,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,655,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,58003,Strada Eretelui,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57824,Strada Gheorghe Doja,nr. 67  de la lit. S pana la lit. Z#,
B,BUCUREŞTI SECTORUL 3,179169,42,656,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57216,Strada Chilioara,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57604,Strada Cromului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57674,Strada Darabani,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57943,Strada Economiei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57824,Strada Gheorghe Doja,nr. 67 lit. R#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60272,Strada Răsvani,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60505,Drumul Sătenilor,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60734,Strada Şoimari,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,657,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57824,Strada Gheorghe Doja,nr. 67  de la lit. B pana la lit. C#,
B,BUCUREŞTI SECTORUL 3,179169,42,658,ŞCOALA GIMNAZIALĂ Nr.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,59345,Strada Moş Ion Roată,nr. 5 A  de la lit. L pana la lit. Z#,
B,BUCUREŞTI SECTORUL 3,179169,42,659,ȘCOALA GIMNAZIALĂ NR.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57824,Strada Gheorghe Doja,"nr. 67  de la lit. I pana la lit. J, de la lit. L pana la lit. P#",
B,BUCUREŞTI SECTORUL 3,179169,42,660,ȘCOALA GIMNAZIALĂ NR.78;,"Loc. BUCUREŞTI SECTORUL 3,  Şoseaua Gării Căţelu , Nr. 50",,BUCUREŞTI SECTORUL 3,57824,Strada Gheorghe Doja,"nr. 67 lit. A, de la lit. D pana la lit. H,lit. K#",
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59345,Strada Moş Ion Roată,nr. 5 A  de la lit. E pana la lit. K#,
B,BUCUREŞTI SECTORUL 3,179169,42,661,ŞCOALA GIMNAZIALĂ Nr.67;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Magnetului , Nr. 1-3",,BUCUREŞTI SECTORUL 3,62158,Bulevardul Basarabia (Bulevardul Muncii),numere impare nr. 157 -173#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57143,Strada Cazangiilor,numere impare nr. 1 -51# numere pare nr. 2 -54#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57217,Intrarea Chimiei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58498,Strada Hăşmaş,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58615,Strada Industriilor,numere impare nr. 1 -201#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61672,Strada Ion Şahighian (Strada Tineretului),integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58837,Strada Lăzăreni,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,58956,Strada Lucieni,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59026,Strada Magnetului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59373,Bulevardul Basarabia (Bulevardul Muncii) (D),nr. 173#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60398,Strada Nicolae Roşu,numere impare nr. 1 -63#,
B,BUCUREŞTI SECTORUL 3,179169,42,662,ŞCOALA GIMNAZIALĂ Nr.67;,"Loc. BUCUREŞTI SECTORUL 3,  Strada Magnetului , Nr. 1-3",,BUCUREŞTI SECTORUL 3,57243,Strada Cicoarei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57722,Strada Deltei,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,57905,Şoseaua Dudeşti-Pantelimon,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59031,Strada Măgura Mare,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59157,Strada Meiului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60398,Strada Nicolae Roşu,numere pare nr. 2 -82#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,59880,Strada Pietroşelului,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,60196,Strada Răcătău,integral#,
B,BUCUREŞTI SECTORUL 3,179169,42,,,,,,61172,Strada Tufănica,integral#,
B,BUCUREŞTI SECTORUL 4,179178,42,663,Colegiul Național ”MIHAI EMINESCU”,"Loc. BUCUREŞTI SECTORUL 4,  Strada George Georgescu (Calea Rahovei) , Nr. 2",,BUCUREŞTI SECTORUL 4,,,nr. -#,
B,BUCUREŞTI SECTORUL 4,179178,42,,,,,,59971,Strada Bordea Poenaru,integral#,
B,BUCUREŞTI SECTORUL 4,179178,42,,,,,,62086,Bulevardul Unirii,numere impare nr. 1 -27# numere pare nr. 2 -20#,
